song_name,genre,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence,Loud_Enrgy_Prod,Vale_Dance_Prod
Alive,Grunge,19,341160,0.00541,0.298,0.825,1.46e-05,2,0.44,-8.052999999999999,0.0408,75.592,0.54,-6.643724999999999,0.16092
Out of the Woods (Acoustic) [feat. Jake Coco],Acoustic Pop,19,229845,0.324,0.42,0.477,0.0,0,0.135,-11.12,0.0821,181.176,0.412,-5.304239999999999,0.17303999999999997
Praise,Gospel,19,165179,0.00419,0.941,0.634,0.00103,1,0.139,-8.221,0.215,113.323,0.276,-5.212114,0.259716
Contigo Aprendí,Bolero,20,121306,0.7,0.449,0.379,0.000271,10,0.1169999999999999,-8.623,0.0387,86.594,0.455,-3.2681169999999997,0.204295
Drift Away - Single Version,Pop,20,230893,0.336,0.469,0.415,0.0,11,0.4629999999999999,-9.509,0.0404,76.53399999999999,0.611,-3.946235,0.28655899999999995
Mr. Brightside,Indie,20,272000,0.8590000000000001,0.3929999999999999,0.178,0.0045299999999999,2,0.1169999999999999,-12.015999999999998,0.0318,123.141,0.178,-2.1388479999999994,0.06995399999999997
"Wicked Game - Live At Killkenny Arts Festival, Ireland/2011",Alternative Rock,20,271800,0.872,0.545,0.181,0.0035,11,0.6890000000000001,-14.698,0.0362,113.221,0.16,-2.660338,0.08720000000000001
What I Got,Alternative Rock,20,171066,0.0172,0.795,0.706,0.000384,7,0.326,-7.494,0.1009999999999999,95.593,0.623,-5.290763999999999,0.49528500000000003
7 Years,Reggae,20,188045,0.8590000000000001,0.7240000000000001,0.39,0.0,10,0.0975,-7.073,0.0365,119.838,0.36,-2.7584700000000004,0.26064000000000004
After Rain,Pop,21,294000,0.505,0.48,0.418,0.00416,11,0.11,-9.622,0.0312,132.404,0.319,-4.021996,0.15312
Chains,Indie,21,200218,0.944,0.336,0.331,2.9e-06,4,0.0732,-8.102,0.0349,88.61200000000001,0.1889999999999999,-2.6817620000000004,0.06350399999999996
September Song - Guitar Acoustic,Pop,21,212152,0.359,0.41,0.428,0.0,0,0.138,-7.927,0.0329,88.361,0.526,-3.392756,0.21566
Eventually,R&B,21,226346,0.603,0.6579999999999999,0.3939999999999999,5.65e-06,1,0.176,-7.537000000000001,0.025,78.926,0.2319999999999999,-2.969578,0.1526559999999999
Everyday Is A Winding Road,Pop Rock,21,256826,0.0393,0.598,0.6679999999999999,4.68e-05,6,0.2189999999999999,-8.312000000000001,0.0408,112.928,0.733,-5.552416,0.43833399999999995
Beso A Beso... Dulcemente,Indie,22,252213,0.578,0.416,0.499,0.0,1,0.163,-6.736000000000001,0.03,126.918,0.439,-3.3612640000000003,0.18262399999999998
Latch - Acoustic,Pop,23,221049,0.977,0.389,0.294,0.0039299999999999,8,0.107,-5.428999999999999,0.0277,88.63600000000001,0.243,-1.5961259999999997,0.094527
Titanium,Pop,24,227562,0.1939999999999999,0.804,0.547,0.0,4,0.0888,-7.769,0.0665,126.013,0.507,-4.249643000000001,0.40762800000000005
